id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
1159,Mason Trollbridge (New Earth),Unknown,Unknown or None,Brown Eyes,Brown Hair,Living Characters,23,"1988, August",1988
1160,Steppenwolf (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Deceased Characters,23,"1972, March",1972
1161,Cronus (New Earth),Public Identity,Bad Characters,Red Eyes,White Hair,Living Characters,23,"1941, December",1941
1162,Medusa (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,23,"1964, October",1964
1163,Abraham Lincoln (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,23,"1950, September",1950
1164,Woodley Allen (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,23,"1941, April",1941
1165,Robert Long (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,23,"1987, March",1987
1166,Saul Erdel (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,23,"1955, November",1955
1167,Hestia (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,23,"1987, February",1987
1168,Karl Hellfern (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,23,"1939, July",1939
1169,Jane Doe (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,23,"2003, July",2003
1170,Qwewq (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,23,"1972, August",1972
1171,Rath (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,23,"1962, March",1962
1172,Gerome McKenna (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,23,"2006, July",2006
1173,Timothy Zanetti (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,23,"2005, March",2005
1174,Bandage People,Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,23,"1993, June",1993
1175,Charon (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,23,"1982, August",1982
1176,Jillian Jackson (New Earth),Unknown,Good Characters,Unknown or None,Blond Hair,Living Characters,23,"1965, November",1965
1177,Richard Mehlville (New Earth),Unknown,Good Characters,Unknown or None,Blond Hair,Living Characters,23,"1942, January",1942
1178,David Singh (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,23,"2010, May",2010
1179,Leander Brent (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,23,"1966, June",1966
1180,Thor the Thunder Dog (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,23,"1942, March",1942
1181,Mokkari (New Earth),Secret Identity,Bad Characters,White Eyes,Unknown or None,Living Characters,23,"1971, January",1971
1182,Citrina (New Earth),Public Identity,Good Characters,Yellow Eyes,Unknown or None,Living Characters,23,"1983, April",1983
1183,Streaky (New Earth),Public Identity,Neutral Characters,Yellow Eyes,Orange Hair,Living Characters,23,"2006, November",2006
1184,Kent Connor (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,22,"1997, January",1997
1185,Abnegazar (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,22,"1962, March",1962
1186,Vortex (New Earth),Secret Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,22,"2004, May",2004
1187,Ace Arn (New Earth),Secret Identity,Good Characters,Black Eyes,White Hair,Living Characters,22,"1965, November",1965
1188,Geoffrey Thibodeux (New Earth),Unknown,Bad Characters,Black Eyes,Unknown or None,Living Characters,22,"1985, January",1985
1189,Otis Flannegan (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,22,"1988, April",1988
1190,Cornelius Stirk (New Earth),Public Identity,Bad Characters,Blue Eyes,Unknown or None,Living Characters,22,"1988, November",1988
1191,Anton Lamont (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,22,"1978, October",1978
1192,David Clark (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,22,"1941, January",1941
1193,Liam McHugh (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,22,"1994, March",1994
1194,Alicia Collins (New Earth),Secret Identity,Good Characters,Blue Eyes,Green Hair,Living Characters,22,"1992, April",1992
1195,Father Time (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,22,"2006, April",2006
1196,Walter Johnson I (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,22,1988,1988
1197,Nicholas Bromfield (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,22,"1995, December",1995
1198,Brian Arsala (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,22,"1988, December",1988
1199,Lyle Bolton (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,22,"1996, January",1996
1200,Wayne Hawkins (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,22,"1988, January",1988
1201,Santiago Vargas (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,22,"1955, January",1955
1202,Jackson Davies (New Earth),Unknown,Good Characters,Brown Eyes,Black Hair,Living Characters,22,"2003, February",2003
1203,Shorm (New Earth),Public Identity,Good Characters,Green Eyes,Unknown or None,Living Characters,22,"2005, November",2005
1204,Phobos (New Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,22,"1969, August",1969
1205,Myndi Mayer (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,22,"1987, August",1987
1206,Norman Paxton (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,22,"1984, June",1984
1207,Herbert Winston (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,22,"1983, May",1983
1208,Marion Winston (New Earth),Public Identity,Good Characters,Unknown or None,Strawberry Blond Hair,Living Characters,22,"1983, May",1983
1209,Tribulus (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,22,"2009, April",2009
1210,Bird (New Earth),Secret Identity,Unknown or None,Unknown or None,Blond Hair,Living Characters,22,"1993, January",1993
1211,Child and Flaw (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,22,"1986, June",1986
1212,Andrew Flint (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,22,"1987, September",1987
1213,William King (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,22,"1966, June",1966
1214,Atlee (New Earth),Secret Identity,Good Characters,Violet Eyes,Black Hair,Living Characters,22,"2007, January",2007
1215,Alix Harrower (New Earth),Secret Identity,Good Characters,White Eyes,Red Hair,Living Characters,22,"2006, January",2006
1216,Doctor Moon (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,21,"1972, March",1972
1217,Henry Bucher (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,21,"2004, May",2004
1218,Bethany Snow (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,21,"1982, August",1982
1219,Gavril Ivanovich (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,21,"2010, August",2010
1220,Benjamin Hunter (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,21,"1967, April",1967
1221,Marie Payton (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,21,"1988, October",1988
1222,Himon (New Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Living Characters,21,"1972, August",1972
1223,Marcus of Rome (New Earth),Public Identity,Unknown or None,Blue Eyes,Black Hair,Living Characters,21,"1955, September",1955
1224,Avruiskin of Pokolistan (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,21,"2001, July",2001
1225,Steven Sharpe III (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,21,"1944, June",1944
1226,Roy Lincoln (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,21,"1941, August",1941
1227,John Raymond (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,21,"2009, October",2009
1228,Elizabeth Clawman (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,21,"1988, January",1988
1229,Nora Bromfield (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,21,"1995, December",1995
1230,Ringo Chen (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Deceased Characters,21,"1996, April",1996
1231,Keith Robert White (New Earth),Public Identity,Unknown or None,Brown Eyes,Black Hair,Living Characters,21,"1991, July",1991
1232,Natalia Dzerchenko (New Earth),Public Identity,Unknown or None,Brown Eyes,Brown Hair,Living Characters,21,"1993, December",1993
1233,Leonard Smalls (Dakotaverse),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,21,"1993, April",1993
1234,Ivana Christina Borodin Molotova (New Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Deceased Characters,21,"1987, December",1987
1235,Moses Lwanga (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,21,"2008, December",2008
1236,Ishido Maad (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,21,"1998, September",1998
1237,Hero Cruz (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,21,"1996, September",1996
1238,Rafael Sandoval (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,21,"1989, August",1989
1239,Andre Blanc-Dumont (New Earth),Public Identity,Unknown or None,Green Eyes,Brown Hair,Deceased Characters,21,"1988, March",1988
1240,Mary Seward (New Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,21,"1981, March",1981
1241,Turytt (New Earth),Secret Identity,Good Characters,Red Eyes,Unknown or None,Living Characters,21,"2006, June",2006
1242,Delmore Redhorn (New Earth),Public Identity,Bad Characters,Unknown or None,Red Hair,Deceased Characters,21,"1996, October",1996
1243,Quentin Turnbull (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,21,"1974, June",1974
1244,Kyle Spencer (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,21,"1988, October",1988
1245,Khufu (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,21,"1940, January",1940
1246,Donna Cabot (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,21,"1988, October",1988
1247,"Alice, Daily Planet (New Earth)",Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,21,"1987, May",1987
1248,Charity (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,21,"1972, October",1972
1249,Adam Grant (New Earth),Public Identity,Neutral Characters,Unknown or None,Blond Hair,Deceased Characters,21,"1987, June",1987
1250,Stretch Skinner (New Earth),Public Identity,Neutral Characters,Unknown or None,Brown Hair,Living Characters,21,"1942, April",1942
1251,Tawny Young (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,21,"1984, May",1984
1252,Jonathan Horne (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,21,"2006, October",2006
1253,Jeremy Karne (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,21,"2006, July",2006
1254,Mitchell Hoberman (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,21,"1988, May",1988
1255,Monolith (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,21,"2004, April",2004
1256,Anthony Burke (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,21,"1993, May",1993
1257,Winston Churchill (New Earth),Unknown,Good Characters,Unknown or None,Grey Hair,Living Characters,21,"1942, March",1942
1258,Cynthia of the Kindly Ones (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Living Characters,21,"1969, March",1969
1259,Vernon Questor (New Earth),Unknown,Unknown or None,Unknown or None,Black Hair,Living Characters,21,"1981, June",1981
1260,Phantasm II (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Deceased Characters,21,"1992, March",1992
1261,Fringe (New Earth),Secret Identity,Good Characters,White Eyes,White Hair,Living Characters,21,"1997, January",1997
1262,Ghost Fox Killer (New Earth),Secret Identity,Neutral Characters,White Eyes,Black Hair,Living Characters,21,"2006, June",2006
1263,Daniel Tsang (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,20,"2002, February",2002
1264,Josiah Power (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,20,"2002, February",2002
1265,Jillian Pearlman (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,20,"2005, July",2005
1266,Lois Lane Robot (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,20,"2010, August",2010
1267,Themis (New Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Living Characters,20,"1985, August",1985
1268,Gilotina (New Earth),Secret Identity,Bad Characters,Blue Eyes,Platinum Blond Hair,Living Characters,20,"1972, June",1972
1269,Anton Knight (Earth-One),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,20,"1983, August",1983
1270,Forager I (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,20,"1972, July",1972
1271,Michael Payson Maxwell (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,20,"1967, February",1967
1272,Robert Dickering (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,20,"2009, October",2009
1273,Richard Raleigh (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,20,"1940, July",1940
1274,Edward Deacon (New Earth),Unknown,Good Characters,Blue Eyes,Blond Hair,Living Characters,20,"1971, April",1971
1275,Margaret Adam (New Earth),Unknown,Unknown or None,Blue Eyes,Blond Hair,Living Characters,20,"1987, March",1987
1276,Don Allen (New Earth),Unknown,Unknown or None,Blue Eyes,Red Hair,Deceased Characters,20,"1968, October",1968
1277,Simyan (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,20,"1971, January",1971
1278,James Lenahan (New Earth),Public Identity,Good Characters,Brown Eyes,Blond Hair,Deceased Characters,20,"2005, September",2005
1279,Lup\u00e9 Teresa Leocadio-Escudero (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,20,"2004, April",2004
1280,Sharon Hawkins (Dakotaverse),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,20,"1993, June",1993
1281,Trogg (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,20,"1993, January",1993
1282,Lynx (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,20,"1991, January",1991
1283,Sofia Falcone (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,20,"1997, May",1997
